price,geo_risk_score,location_rating,grade_of_the_house,number_of_bedrooms,number_of_bathrooms,living_area,investment_score,investment_recommendation
495000,0.441399416909621,Medium Risk,7,5,1.0,1810,48.49554886889821,Moderate Investment
465000,0.2979591836734693,Low Risk,8,4,2.5,2300,46.06809996725963,Moderate Investment
460000,0.0040816326530612,Low Risk,7,2,1.5,1820,28.029575466550256,Low Investment
440000,0.1481049562682215,Low Risk,7,3,2.5,1440,33.774465630408,Low Investment
425000,0.3002915451895043,Low Risk,6,3,1.0,1180,36.16674202148391,Moderate Investment
425000,0.2927113702623906,Low Risk,7,4,1.75,1980,42.00257245755445,Moderate Investment
415000,0.1507288629737609,Low Risk,7,3,1.0,1630,34.38744328900391,Low Investment
415000,0.153935860058309,Low Risk,7,3,1.75,1640,34.542461140300276,Low Investment
415000,0.2959183673469387,Low Risk,7,3,1.5,1090,38.75117319655134,Moderate Investment
412133,0.1507288629737609,Low Risk,7,2,1.0,920,31.489047567078778,Low Investment
397000,0.2944606413994168,Low Risk,7,3,1.75,1640,40.16345239394459,Moderate Investment
392500,0.2944606413994168,Low Risk,7,3,1.75,1540,39.896072714800205,Moderate Investment
391500,0.2924198250728863,Low Risk,7,3,2.0,1450,39.57379835050903,Moderate Investment
382000,0.0067055393586005,Low Risk,8,2,1.5,1070,29.12918414118894,Low Investment
378000,0.151603498542274,Low Risk,8,2,2.5,1700,36.60959448714551,Moderate Investment
375000,0.2950437317784256,Low Risk,7,3,2.5,1930,40.962177078623654,Moderate Investment
375000,0.2915451895043731,Low Risk,8,3,2.5,1600,42.939882446485086,Moderate Investment
365500,0.293002915451895,Low Risk,8,4,2.5,2030,45.14792410470682,Moderate Investment
355000,0.1457725947521865,Low Risk,7,3,2.5,1810,34.670475982600834,Low Investment
352000,0.0049562682215743,Low Risk,9,4,2.5,2650,38.28381222618918,Moderate Investment
340000,0.1530612244897959,Low Risk,7,3,2.25,2580,37.02084470151697,Moderate Investment
333000,0.1457725947521865,Low Risk,7,3,1.5,1260,33.19988774730671,Low Investment
325000,0.2985422740524781,Low Risk,8,4,2.5,2280,46.0379476465911,Moderate Investment
315000,0.0072886297376093,Low Risk,7,3,1.5,1700,28.836999734958916,Low Investment
313500,0.2938775510204081,Low Risk,8,3,1.75,1610,43.059914875040924,Moderate Investment
312000,0.1463556851311953,Low Risk,8,3,2.5,2280,38.95048408973979,Moderate Investment
299000,0.1463556851311953,Low Risk,7,3,2.5,1850,34.800751469418934,Low Investment
294000,0.0087463556851311,Low Risk,7,3,1.5,2060,29.857875617779577,Low Investment
290000,0.2985422740524781,Low Risk,6,1,2.0,1240,34.257198983489495,Low Investment
290000,0.007871720116618,Low Risk,6,1,1.0,550,20.785457039958835,Low Investment
290000,0.0043731778425655,Low Risk,7,3,1.0,1470,28.10540839712508,Low Investment
269000,0.1501457725947522,Low Risk,7,2,1.5,1010,31.706365663148375,Low Investment
262500,0.149271137026239,Low Risk,7,4,2.75,1500,34.98154066821533,Low Investment
252000,0.2947521865889212,Low Risk,7,3,2.0,1540,39.90773452238037,Moderate Investment
250000,0.1460641399416909,Low Risk,7,3,2.0,1430,33.66609500943234,Low Investment
249000,0.007871720116618,Low Risk,6,4,1.0,1200,25.52342495439734,Low Investment
246000,0.1501457725947522,Low Risk,8,3,2.5,1650,37.41759560967244,Moderate Investment
240000,0.2921282798833818,Low Risk,7,2,1.5,1078,37.567484136511744,Moderate Investment
233000,0.0072886297376093,Low Risk,7,3,2.0,1400,28.03486069752576,Low Investment
215000,0.0002915451895043,Low Risk,7,3,1.0,1690,28.53037838512028,Low Investment
206000,0.0011661807580174,Low Risk,7,4,2.0,1720,29.64557771160412,Low Investment
203000,0.0087463556851311,Low Risk,7,3,1.5,1370,28.01295583168332,Low Investment
195000,0.0040816326530612,Low Risk,6,2,1.0,800,22.30230273927753,Low Investment
193000,0.1483965014577259,Low Risk,5,2,1.0,680,24.754041876490852,Low Investment
190000,0.007871720116618,Low Risk,6,3,1.0,1200,24.52342495439734,Low Investment
185000,0.005539358600583,Low Risk,7,2,1.0,1390,26.93815188413027,Low Investment
170000,0.1457725947521865,Low Risk,6,2,1.0,810,27.99667919115698,Low Investment
990000,0.1466472303206997,Low Risk,10,4,2.5,3140,48.26161113796168,Moderate Investment
961000,0.1481049562682215,Low Risk,8,5,2.75,2590,41.84933194056843,Moderate Investment
920000,0.1463556851311953,Low Risk,9,3,2.75,2590,42.77936109508738,Moderate Investment
890000,0.3002915451895043,Low Risk,8,4,2.5,3370,49.02235699474595,Moderate Investment
880000,0.0029154518950437,Low Risk,10,5,3.5,4600,47.41608331644346,Moderate Investment
811500,0.1486880466472303,Low Risk,9,5,4.25,3970,48.5624951279213,Moderate Investment
808000,0.1475218658892128,Low Risk,9,4,2.75,3340,45.83135591899097,Moderate Investment
805000,0.4381924198250729,Medium Risk,7,5,3.0,2350,49.81111925289596,Moderate Investment
805000,0.0049562682215743,Low Risk,9,4,3.0,3350,40.15546998019987,Moderate Investment
770000,0.1463556851311953,Low Risk,7,4,2.25,2730,38.15369264588952,Moderate Investment
749950,0.4454810495626821,Medium Risk,9,4,2.5,2370,55.1561403782292,Moderate Investment
700000,0.0087463556851311,Low Risk,9,2,1.75,1679,33.839159040239466,Low Investment
690000,0.1504373177842565,Low Risk,7,4,2.0,2230,36.980059556290044,Moderate Investment
650000,0.0014577259475218,Low Risk,9,5,3.5,3960,42.64654433201852,Moderate Investment
649500,0.1498542274052478,Low Risk,9,3,3.0,3730,45.96743112829547,Moderate Investment
625000,0.0023323615160349,Low Risk,8,2,2.25,1390,29.809872000748346,Low Investment
616950,0.2927113702623906,Low Risk,8,3,3.5,2490,45.36620882119081,Moderate Investment
580000,0.153935860058309,Low Risk,7,2,1.0,1040,31.938183065433964,Low Investment
560000,0.5871720116618075,Medium Risk,8,4,2.0,2720,58.75960773919957,Moderate Investment
560000,0.2973760932944606,Low Risk,9,3,2.0,2090,47.48327902589607,Moderate Investment
534000,0.2994169096209912,Low Risk,7,5,2.0,2280,44.072933069331626,Moderate Investment
524000,0.0040816326530612,Low Risk,8,3,2.25,2140,32.88519043981229,Low Investment
500000,0.8749271137026237,High Potential,9,5,3.0,3720,76.94360861227607,High Investment Potential
496600,0.2970845481049562,Low Risk,8,4,2.25,2020,45.28445144291482,Moderate Investment
490000,0.0067055393586005,Low Risk,7,3,1.75,1560,28.43934456899643,Low Investment
479000,0.0034985422740524,Low Risk,8,2,2.25,1330,29.696091423582416,Low Investment
460000,0.1504373177842565,Low Risk,7,4,2.0,2090,36.605728005487904,Moderate Investment
457000,0.3,Low Risk,7,2,1.75,2060,40.50802139037433,Moderate Investment
455000,0.005539358600583,Low Risk,8,2,2.0,1350,29.831200012472518,Low Investment
452000,0.151603498542274,Low Risk,7,4,1.5,1580,35.288738872172246,Moderate Investment
445500,0.0011661807580174,Low Risk,7,3,1.75,1880,29.073385198235137,Low Investment
445000,0.0087463556851311,Low Risk,7,3,2.25,1850,29.296378291576367,Low Investment
440000,0.0075801749271137,Low Risk,7,3,1.0,1610,28.608019831309146,Low Investment
438950,0.444606413994169,Medium Risk,7,4,2.5,2470,49.38853463463307,Moderate Investment
435000,0.1466472303206997,Low Risk,8,2,2.5,1560,36.037012207480394,Moderate Investment
432500,0.0052478134110787,Low Risk,8,3,1.75,1470,31.140393819865608,Low Investment
421000,0.1533527696793002,Low Risk,7,4,2.25,1310,34.636784583963454,Low Investment
419000,0.2988338192419825,Low Risk,6,2,1.0,720,33.87848645951887,Low Investment
418395,0.1510204081632652,Low Risk,9,4,2.5,2906,44.81086980246644,Moderate Investment
410000,0.2959183673469387,Low Risk,7,3,2.0,1410,39.60678816981338,Moderate Investment
398000,0.0072886297376093,Low Risk,6,3,1.0,1480,25.24876444084127,Low Investment
388000,0.2973760932944606,Low Risk,8,3,3.25,1370,42.5581453360565,Moderate Investment
385000,0.1472303206997084,Low Risk,8,3,2.25,1680,37.38119143761401,Moderate Investment
385000,0.2967930029154518,Low Risk,8,4,2.5,2560,46.71663990271433,Moderate Investment
375000,0.0029154518950437,Low Risk,7,3,1.75,1430,27.940147487566456,Low Investment
370000,0.1530612244897959,Low Risk,7,3,2.75,1750,34.801593364618576,Low Investment
366000,0.1518950437317784,Low Risk,7,4,2.75,2020,36.47687126798771,Moderate Investment
365000,0.151603498542274,Low Risk,5,4,1.0,1520,29.12831106468561,Low Investment
359950,0.0067055393586005,Low Risk,7,4,3.5,2690,32.46073494332798,Low Investment
355000,0.2973760932944606,Low Risk,7,3,2.25,2550,42.71322554996024,Moderate Investment
350000,0.2938775510204081,Low Risk,7,3,1.5,1550,39.89948706755429,Moderate Investment
349000,0.3002915451895043,Low Risk,7,2,1.75,1250,38.35390779688498,Moderate Investment
342000,0.297667638483965,Low Risk,8,4,2.5,2380,46.27034190299496,Moderate Investment
340000,0.2959183673469387,Low Risk,7,3,1.75,3400,44.92764378478664,Moderate Investment
338000,0.2967930029154518,Low Risk,7,4,3.0,2090,42.459955410735716,Moderate Investment
329000,0.0037900874635568,Low Risk,8,3,2.25,2450,33.7024056375797,Low Investment
321000,0.1542274052478133,Low Risk,7,3,2.5,2020,35.57016572862911,Moderate Investment
317625,0.0014577259475218,Low Risk,7,3,2.75,2770,31.464726150200338,Low Investment
315000,0.1460641399416909,Low Risk,7,3,2.5,1410,33.61261907360347,Low Investment
305000,0.0008746355685131,Low Risk,8,3,2.5,2100,32.649958684772606,Low Investment
300000,0.2965014577259475,Low Risk,7,3,2.25,1760,40.56594066197907,Moderate Investment
297000,0.1530612244897959,Low Risk,7,2,1.75,1280,32.544908872639965,Low Investment
297000,0.1501457725947522,Low Risk,7,4,1.75,1790,35.79192716047458,Moderate Investment
294000,0.0005830903790087,Low Risk,7,3,2.0,1650,28.4350883210427,Low Investment
292000,0.2947521865889212,Low Risk,7,4,2.75,2910,44.57083612665845,Moderate Investment
290000,0.0020408163265306,Low Risk,7,4,1.75,1990,30.402488268034485,Low Investment
280000,0.1518950437317784,Low Risk,7,3,1.75,1770,34.80842207012675,Low Investment
272000,0.1536443148688046,Low Risk,7,4,2.5,2789,38.60299184608908,Moderate Investment
262500,0.1507288629737609,Low Risk,7,2,1.5,1140,32.07728286119642,Low Investment
249900,0.003206997084548,Low Risk,5,3,1.75,1380,21.818119455574433,Low Investment
230000,0.0026239067055393,Low Risk,7,2,2.0,1260,26.47394022544082,Low Investment
229950,0.0058309037900874,Low Risk,7,2,1.5,1160,26.334840429678362,Low Investment
218000,0.1472303206997084,Low Risk,8,3,2.25,1610,37.19402566221294,Moderate Investment
213000,0.1481049562682215,Low Risk,6,2,1.0,1000,28.597995042172712,Low Investment
206000,0.2979591836734693,Low Risk,7,2,2.5,1280,38.3408272399869,Moderate Investment
205000,0.0011661807580174,Low Risk,8,3,2.5,1870,32.0466472303207,Low Investment
202000,0.0046647230320699,Low Risk,6,3,1.5,1420,24.983380365133062,Low Investment
190000,0.1472303206997084,Low Risk,6,3,1.75,1100,29.830389298576574,Low Investment
190000,0.1542274052478133,Low Risk,6,2,1.0,880,28.52203738638312,Low Investment
185000,0.2950437317784256,Low Risk,6,3,1.5,1280,36.224209164185154,Moderate Investment
179950,0.1463556851311953,Low Risk,7,2,1.0,1100,31.795403875836048,Low Investment
1100000,0.591545189504373,Medium Risk,10,5,3.0,4090,69.59763645718027,High Investment Potential
1080000,0.2927113702623906,Low Risk,10,5,3.5,3230,55.344818446859264,Moderate Investment
950000,0.0061224489795918,Low Risk,8,4,2.75,2500,34.929389937793296,Low Investment
950000,0.0069970845481049,Low Risk,11,4,2.5,3700,47.17293151026644,Moderate Investment
885000,0.2918367346938775,Low Risk,8,3,3.25,2640,45.732292917166866,Moderate Investment
880000,0.5839650145772594,Medium Risk,9,4,1.75,2510,61.06983052961444,High Investment Potential
845800,0.1542274052478133,Low Risk,10,4,3.5,3020,48.243962520072955,Moderate Investment
800000,0.29533527696793,Low Risk,8,3,1.75,1510,42.85084423379742,Moderate Investment
760000,0.1481049562682215,Low Risk,10,5,3.5,3180,49.426872047520305,Moderate Investment
740500,0.0005830903790087,Low Risk,8,3,3.5,4380,38.73455356168441,Moderate Investment
735000,0.1472303206997084,Low Risk,9,4,2.0,1640,41.27423956595625,Moderate Investment
727500,0.2994169096209912,Low Risk,7,2,2.0,1240,38.29218440623002,Moderate Investment
725000,0.1478134110787172,Low Risk,7,4,2.5,2130,36.60772360892409,Moderate Investment
724950,0.0026239067055393,Low Risk,8,4,2.0,2270,34.17447498479911,Low Investment
715000,0.2985422740524781,Low Risk,10,3,3.25,3060,53.1235091439173,Moderate Investment
695000,0.5833819241982505,Medium Risk,9,3,3.5,2630,60.367362529427346,High Investment Potential
674250,0.2918367346938775,Low Risk,9,4,2.5,2780,50.106624467969,Moderate Investment
660000,0.2956268221574343,Low Risk,9,5,3.5,3160,52.27427074725993,Moderate Investment
659950,0.0052478134110787,Low Risk,10,3,2.5,2990,41.20456494286026,Moderate Investment
640000,0.1524781341107871,Low Risk,9,4,2.5,2260,43.14190611309459,Moderate Investment
637850,0.4408163265306121,Medium Risk,9,5,3.25,3340,58.56313434464695,Moderate Investment
637250,0.1524781341107871,Low Risk,9,4,2.5,2120,42.76757456229245,Moderate Investment
628000,0.0017492711370262,Low Risk,7,5,2.75,2830,33.636815765267144,Low Investment
600000,0.1521865889212827,Low Risk,8,4,2.5,2990,42.08211596326842,Moderate Investment
585000,0.2979591836734693,Low Risk,8,5,2.25,2480,47.54938338971952,Moderate Investment
581000,0.3002915451895043,Low Risk,8,2,1.75,1930,43.172089615066795,Moderate Investment
579000,0.1530612244897959,Low Risk,7,3,1.75,1800,34.93528320419077,Low Investment
570000,0.0061224489795918,Low Risk,9,3,2.5,2420,36.71548619447779,Moderate Investment
550000,0.1460641399416909,Low Risk,7,3,1.5,2440,36.36662976879063,Moderate Investment
544900,0.1489795918367347,Low Risk,8,3,2.5,1990,38.28003928844265,Moderate Investment
533250,0.1489795918367347,Low Risk,7,4,1.75,1520,35.02335479646404,Moderate Investment
530000,0.1536443148688046,Low Risk,7,3,2.75,2100,35.76074585678427,Moderate Investment
488000,0.2927113702623906,Low Risk,9,3,1.75,2180,47.53733181584322,Moderate Investment
481000,0.0052478134110787,Low Risk,7,2,1.0,1620,27.541463338582187,Low Investment
478000,0.2921282798833818,Low Risk,7,3,1.75,1210,38.92042531298233,Moderate Investment
476000,0.1457725947521865,Low Risk,8,2,2.25,1140,34.87903213233345,Low Investment
475999,0.2985422740524781,Low Risk,7,4,1.75,1880,41.96842893001356,Moderate Investment
470000,0.0067055393586005,Low Risk,7,3,1.0,1400,28.01153708236541,Low Investment
450000,0.2991253644314868,Low Risk,7,4,2.0,1570,41.16287553982632,Moderate Investment
450000,0.1521865889212827,Low Risk,8,3,2.75,2240,39.07676836968553,Moderate Investment
441000,0.3,Low Risk,6,5,2.5,2000,40.3475935828877,Moderate Investment
418000,0.1521865889212827,Low Risk,8,3,2.5,2080,38.648960883054514,Moderate Investment
418000,0.0061224489795918,Low Risk,8,4,3.25,3266,36.977518280039284,Moderate Investment
410500,0.29533527696793,Low Risk,6,2,1.0,1110,34.78132551721988,Low Investment
405000,0.2956268221574343,Low Risk,7,3,1.75,1520,39.88924400929202,Moderate Investment
395000,0.1518950437317784,Low Risk,9,4,3.0,2500,43.760293727880764,Moderate Investment
390000,0.0037900874635568,Low Risk,7,4,1.75,2690,32.344116867526225,Low Investment
390000,0.1527696793002915,Low Risk,8,4,2.5,2560,40.95570695810792,Moderate Investment
387000,0.0061224489795918,Low Risk,8,2,1.5,1010,28.94543271854196,Low Investment
380000,0.1530612244897959,Low Risk,8,4,3.25,2864,41.78020299028702,Moderate Investment
375000,0.1510204081632652,Low Risk,8,3,2.25,2120,38.709265524391576,Moderate Investment
375000,0.0020408163265306,Low Risk,7,3,1.0,1000,26.755429444505076,Low Investment
365000,0.297667638483965,Low Risk,6,2,1.0,920,34.36659858748694,Low Investment
345500,0.2970845481049562,Low Risk,8,3,2.5,1930,44.043809731684874,Moderate Investment
345000,0.1518950437317784,Low Risk,7,3,1.0,1340,33.65868944980589,Low Investment
333000,0.0011661807580174,Low Risk,7,3,2.5,1520,28.110818353315352,Low Investment
319000,0.3,Low Risk,8,4,2.25,2380,46.36363636363636,Moderate Investment
319000,0.153935860058309,Low Risk,7,3,2.5,2110,35.799145632278886,Moderate Investment
315000,0.0037900874635568,Low Risk,8,6,2.75,2940,38.01256606538719,Moderate Investment
315000,0.0072886297376093,Low Risk,6,2,1.0,900,22.697962301803837,Low Investment
305000,0.2970845481049562,Low Risk,8,4,2.5,2430,46.380708127406805,Moderate Investment
302500,0.1460641399416909,Low Risk,8,4,2.5,1990,39.1634212126409,Moderate Investment
299500,0.2994169096209912,Low Risk,7,4,2.25,1600,41.25475125114981,Moderate Investment
298000,0.2915451895043731,Low Risk,8,4,2.5,2420,46.13239581546904,Moderate Investment
289200,0.0061224489795918,Low Risk,7,3,2.25,1760,28.95078031212485,Low Investment
279000,0.0052478134110787,Low Risk,7,3,2.5,1450,28.08691788403673,Low Investment
277950,0.0052478134110787,Low Risk,7,3,2.5,2100,29.824885798475236,Low Investment
274000,0.1501457725947522,Low Risk,9,4,2.25,2090,42.59406619790773,Moderate Investment
267500,0.2973760932944606,Low Risk,7,3,1.0,1090,38.80948223445222,Moderate Investment
250000,0.1472303206997084,Low Risk,7,2,1.0,1420,32.686004271838605,Low Investment
225000,0.2918367346938775,Low Risk,7,3,1.75,1550,39.81785441449307,Moderate Investment
225000,0.2921282798833818,Low Risk,7,3,1.0,1410,39.455184671271105,Moderate Investment
219000,0.297667638483965,Low Risk,7,2,2.5,809,37.06980714363667,Moderate Investment
217500,0.1498542274052478,Low Risk,7,2,2.0,1070,31.85513166305483,Low Investment
212644,0.1521865889212827,Low Risk,5,3,1.0,1570,28.285324519418154,Low Investment
209000,0.146938775510204,Low Risk,7,3,1.75,1250,33.21979700971298,Low Investment
200000,0.1481049562682215,Low Risk,6,3,1.0,1480,30.88141750206576,Low Investment
194820,0.1527696793002915,Low Risk,7,3,1.5,1100,33.0519636425999,Low Investment
643000,0.0008746355685131,Low Risk,8,3,2.75,2030,32.46279290937154,Low Investment
385000,0.2941690962099125,Low Risk,8,4,1.75,1970,45.034143527540884,Moderate Investment
334900,0.146938775510204,Low Risk,8,2,2.5,980,34.49787187602313,Low Investment
268750,0.2938775510204081,Low Risk,6,4,1.0,800,35.89413947397141,Moderate Investment
263500,0.0034985422740524,Low Risk,6,3,1.75,1540,25.257588749785626,Low Investment
245000,0.005539358600583,Low Risk,6,2,1.0,670,22.0130181942907,Low Investment
599995,0.2924198250728863,Low Risk,7,3,1.0,1620,40.02834380505449,Moderate Investment
452000,0.0020408163265306,Low Risk,7,3,2.5,1690,28.60034923060133,Low Investment
402000,0.3,Low Risk,7,3,2.0,1720,40.598930481283425,Moderate Investment
180250,0.0002915451895043,Low Risk,6,2,0.75,900,22.418078919879637,Low Investment
995000,0.4405247813411078,Medium Risk,9,5,3.25,3970,60.2359645156764,High Investment Potential
950000,0.146938775510204,Low Risk,7,4,1.75,2210,36.78664192949907,Moderate Investment
950000,0.1460641399416909,Low Risk,9,5,2.0,2940,45.703528164512555,Moderate Investment
907000,0.2982507288629737,Low Risk,9,3,1.5,1340,45.51291685505371,Moderate Investment
905000,0.146938775510204,Low Risk,10,4,3.0,3370,48.88824620757394,Moderate Investment
858450,0.2982507288629737,Low Risk,9,5,2.75,3460,53.18136605291467,Moderate Investment
800000,0.0029154518950437,Low Risk,9,4,2.25,2510,37.82784802232581,Moderate Investment
775000,0.2997084548104956,Low Risk,9,4,2.5,3060,51.170156374238005,Moderate Investment
774950,0.0023323615160349,Low Risk,10,4,2.5,3410,43.210941519464924,Moderate Investment
720000,0.146938775510204,Low Risk,9,3,2.5,3170,44.35348684928517,Moderate Investment
630500,0.1510204081632652,Low Risk,8,3,2.5,1909,38.14509440139692,Moderate Investment
625000,0.2935860058309038,Low Risk,8,3,2.25,1970,44.01081991238053,Moderate Investment
589950,0.0046647230320699,Low Risk,8,3,2.0,2080,32.748086247486,Low Investment
589450,0.0014577259475218,Low Risk,10,4,2.5,3190,42.58772080260675,Moderate Investment
571500,0.151603498542274,Low Risk,7,4,1.75,1920,36.19782978126315,Moderate Investment
570000,0.0029154518950437,Low Risk,9,4,2.5,2890,38.84389080307447,Moderate Investment
569000,0.1536443148688046,Low Risk,7,3,2.0,1990,35.46662820972545,Moderate Investment
560000,0.444606413994169,Medium Risk,8,3,2.5,2430,51.28158276297532,Moderate Investment
521000,0.0075801749271137,Low Risk,8,4,1.75,2020,33.704276515801126,Low Investment
520000,0.151603498542274,Low Risk,7,3,2.0,1670,34.52938058340219,Low Investment
515000,0.0020408163265306,Low Risk,9,4,2.75,2700,38.300883989959615,Moderate Investment
495000,0.0011661807580174,Low Risk,8,3,2.25,1280,30.469107123368826,Low Investment
489000,0.1466472303206997,Low Risk,7,2,1.0,850,31.13861648555526,Low Investment
480000,0.2997084548104956,Low Risk,9,4,2.5,2870,50.66213498386367,Moderate Investment
475000,0.1527696793002915,Low Risk,8,4,1.75,2160,39.88618824153038,Moderate Investment
475000,0.2941690962099125,Low Risk,7,3,1.5,1240,39.08227186978687,Moderate Investment
457000,0.0029154518950437,Low Risk,7,3,1.0,1170,27.244960321791055,Low Investment
450000,0.2994169096209912,Low Risk,7,3,1.0,2020,41.377745903556225,Moderate Investment
444950,0.0081632653061224,Low Risk,7,3,2.5,2020,29.727600130961473,Low Investment
430000,0.297667638483965,Low Risk,8,3,2.25,2020,44.30777505807517,Moderate Investment
428000,0.4454810495626821,Medium Risk,7,2,1.75,1980,46.113359629566105,Moderate Investment
415000,0.1483965014577259,Low Risk,8,3,1.0,1570,37.13372102087588,Moderate Investment
410000,0.2973760932944606,Low Risk,7,3,1.75,1530,39.985952822687516,Moderate Investment
400000,0.1527696793002915,Low Risk,7,3,1.5,1510,34.14822032709188,Low Investment
399000,0.2921282798833818,Low Risk,9,4,2.5,2800,50.17176221137805,Moderate Investment
394250,0.7294460641399416,High Potential,7,3,2.0,2620,60.183190159180555,High Investment Potential
390000,0.1530612244897959,Low Risk,8,3,2.5,2500,39.806940958201466,Moderate Investment
379950,0.0,Low Risk,8,4,2.5,2580,34.898395721925134,Low Investment
379500,0.1504373177842565,Low Risk,7,2,1.0,960,31.584337631156355,Low Investment
360000,0.1518950437317784,Low Risk,7,4,2.0,1850,36.02232581344226,Moderate Investment
360000,0.1466472303206997,Low Risk,7,4,2.5,1950,36.07979295614349,Moderate Investment
356000,0.2965014577259475,Low Risk,7,2,1.0,1430,38.6835877208026,Moderate Investment
350000,0.0020408163265306,Low Risk,7,3,1.5,1870,29.081632653061224,Low Investment
340000,0.0058309037900874,Low Risk,8,2,1.75,1270,29.628958076737185,Low Investment
335000,0.1542274052478133,Low Risk,8,4,2.5,2330,40.3990427339767,Moderate Investment
335000,0.1463556851311953,Low Risk,7,3,2.0,1490,33.83818462449915,Low Investment
331000,0.0005830903790087,Low Risk,7,3,1.75,1080,26.911024149919704,Low Investment
331000,0.1510204081632652,Low Risk,7,3,1.75,1300,33.516752155407616,Low Investment
329950,0.2991253644314868,Low Risk,7,3,1.75,2080,41.52651190346268,Moderate Investment
325000,0.0084548104956268,Low Risk,7,4,1.0,2410,31.782042687204754,Low Investment
323000,0.1524781341107871,Low Risk,7,3,1.0,1290,33.54832322539405,Low Investment
315000,0.2970845481049562,Low Risk,7,4,1.75,1850,41.82990598836937,Moderate Investment
304500,0.0052478134110787,Low Risk,7,3,2.25,1790,28.99600879312764,Low Investment
299900,0.2932944606413993,Low Risk,7,3,2.25,2100,41.34675168768806,Moderate Investment
294400,0.3002915451895043,Low Risk,7,4,2.5,1788,41.79241047068177,Moderate Investment
290000,0.0058309037900874,Low Risk,7,3,2.0,1760,28.939118504544673,Low Investment
290000,0.0014577259475218,Low Risk,7,2,2.0,1590,27.309645936296594,Low Investment
272000,0.1466472303206997,Low Risk,8,3,3.0,2430,39.363215416036546,Moderate Investment
260000,0.0026239067055393,Low Risk,7,4,1.75,1830,29.998004396563818,Low Investment
255000,0.2985422740524781,Low Risk,7,3,1.0,1230,39.23046101557506,Moderate Investment
249900,0.2991253644314868,Low Risk,6,2,1.0,560,33.462340780468026,Low Investment
247000,0.2935860058309038,Low Risk,5,4,2.0,1750,35.42258461826289,Moderate Investment
240000,0.0026239067055393,Low Risk,7,3,2.0,1190,27.28677445003975,Low Investment
234000,0.0023323615160349,Low Risk,7,3,1.75,1420,27.890085904491663,Low Investment
225000,0.153935860058309,Low Risk,5,3,1.0,960,26.724279322118456,Low Investment
220000,0.4434402332361516,Medium Risk,6,3,1.0,1000,41.411406120889914,Moderate Investment
218250,0.3002915451895043,Low Risk,7,3,1.5,1080,38.89936234233953,Moderate Investment
216000,0.0087463556851311,Low Risk,7,3,1.0,1730,28.975522676603106,Low Investment
215000,0.1542274052478133,Low Risk,7,3,1.0,1260,33.53808016713178,Low Investment
210000,0.2982507288629737,Low Risk,7,2,1.0,970,37.52361204221948,Moderate Investment
208417,0.0043731778425655,Low Risk,5,2,1.0,840,19.420916418515453,Low Investment
199988,0.1475218658892128,Low Risk,7,2,1.0,860,31.200339876210226,Low Investment
182000,0.1542274052478133,Low Risk,5,3,1.0,1160,27.270700487987398,Low Investment
158800,0.1481049562682215,Low Risk,6,3,1.0,960,29.491043170514956,Low Investment
978000,0.2935860058309038,Low Risk,9,3,1.5,2390,48.13381456478695,Moderate Investment
925000,0.2965014577259475,Low Risk,9,5,3.5,3420,53.00444333577586,Moderate Investment
790000,0.1463556851311953,Low Risk,8,3,1.75,2050,38.33551082770771,Moderate Investment
775000,0.2932944606413993,Low Risk,7,4,1.75,2090,42.32001371977362,Moderate Investment
775000,0.3002915451895043,Low Risk,5,3,2.0,1160,33.11326608565504,Low Investment
757000,0.005539358600583,Low Risk,7,3,2.75,2610,31.20018396969177,Low Investment
750000,0.2979591836734693,Low Risk,7,4,2.75,2640,43.97719087635054,Moderate Investment
725000,0.1475218658892128,Low Risk,8,4,1.75,2700,41.12012597246691,Moderate Investment
707000,0.1457725947521865,Low Risk,9,4,2.25,2920,44.6383904211035,Moderate Investment
700000,0.3002915451895043,Low Risk,7,4,1.75,1730,41.63733025677803,Moderate Investment
675000,0.1475218658892128,Low Risk,7,3,1.75,2130,35.596061801343915,Moderate Investment
664000,0.1481049562682215,Low Risk,7,4,2.0,1530,35.01510734163795,Moderate Investment
664000,0.0020408163265306,Low Risk,8,6,2.5,3190,38.611044417767104,Moderate Investment
645000,0.4434402332361516,Medium Risk,8,2,2.25,2770,51.14402644174553,Moderate Investment
635000,0.2924198250728863,Low Risk,8,3,2.5,3610,48.349199420027745,Moderate Investment
616500,0.1513119533527697,Low Risk,8,4,2.25,1880,39.07921610202523,Moderate Investment
592000,0.1498542274052478,Low Risk,8,3,1.75,1560,37.165292090862316,Moderate Investment
575000,0.2973760932944606,Low Risk,7,8,3.0,3840,51.16242341092281,Moderate Investment
562000,0.2932944606413993,Low Risk,7,4,1.75,2060,42.239799816030306,Moderate Investment
560000,0.1478134110787172,Low Risk,8,3,3.25,1530,37.00344553405778,Moderate Investment
559000,0.2915451895043731,Low Risk,8,2,3.0,1650,42.07357228605728,Moderate Investment
554000,0.0008746355685131,Low Risk,7,2,1.0,820,25.22749879172448,Low Investment
549000,0.3002915451895043,Low Risk,7,3,2.0,1340,39.59454950811493,Moderate Investment
530000,0.0075801749271137,Low Risk,7,4,2.5,2000,30.65080057997225,Low Investment
510000,0.0008746355685131,Low Risk,8,4,2.5,2010,33.40931697354266,Low Investment
505000,0.146938775510204,Low Risk,8,4,2.5,2420,40.34813925570228,Moderate Investment
500000,0.293002915451895,Low Risk,8,4,2.0,2760,47.09979576246083,Moderate Investment
